Data supplied by AEA on 28/6/2014
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Oxford St Ebbes,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Non-volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Volatile PM<sub>2.5</sub> (Hourly measured)",status,unit
04-05-2014,16:00,19,P,ugm-3 (TEOM FDMS),1,P,ugm-3,6,P,ugm-3,3,P,ugm-3,13,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
04-05-2014,17:00,23,P,ugm-3 (TEOM FDMS),1,P,ugm-3,9,P,ugm-3,5,P,ugm-3,13,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),24,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS)
04-05-2014,18:00,34,P,ugm-3 (TEOM FDMS),2,P,ugm-3,12,P,ugm-3,6,P,ugm-3,24,P,ugm-3 (TEOM FDMS),20,P,ugm-3 (TEOM FDMS),33,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS)
04-05-2014,19:00,42,P,ugm-3 (TEOM FDMS),1,P,ugm-3,15,P,ugm-3,12,P,ugm-3,35,P,ugm-3 (TEOM FDMS),29,P,ugm-3 (TEOM FDMS),40,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS)
04-05-2014,20:00,22,P,ugm-3 (TEOM FDMS),0,P,ugm-3,19,P,ugm-3,16,P,ugm-3,14,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),20,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
04-05-2014,21:00,24,P,ugm-3 (TEOM FDMS),1,P,ugm-3,24,P,ugm-3,20,P,ugm-3,16,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
04-05-2014,22:00,24,P,ugm-3 (TEOM FDMS),1,P,ugm-3,16,P,ugm-3,13,P,ugm-3,16,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),21,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
04-05-2014,23:00,24,P,ugm-3 (TEOM FDMS),1,P,ugm-3,12,P,ugm-3,9,P,ugm-3,16,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),22,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS)
04-05-2014,24:00,25,P,ugm-3 (TEOM FDMS),0,P,ugm-3,19,P,ugm-3,16,P,ugm-3,18,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),26,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
05-05-2014,01:00,30,P,ugm-3 (TEOM FDMS),1,P,ugm-3,22,P,ugm-3,19,P,ugm-3,20,P,ugm-3 (TEOM FDMS),17,P,ugm-3 (TEOM FDMS),25,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
05-05-2014,02:00,24,P,ugm-3 (TEOM FDMS),0,P,ugm-3,23,P,ugm-3,20,P,ugm-3,16,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),23,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS)
05-05-2014,03:00,27,P,ugm-3 (TEOM FDMS),1,P,ugm-3,20,P,ugm-3,17,P,ugm-3,17,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),25,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS)
05-05-2014,04:00,28,P,ugm-3 (TEOM FDMS),2,P,ugm-3,20,P,ugm-3,18,P,ugm-3,20,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),27,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
05-05-2014,05:00,31,P,ugm-3 (TEOM FDMS),1,P,ugm-3,17,P,ugm-3,14,P,ugm-3,22,P,ugm-3 (TEOM FDMS),19,P,ugm-3 (TEOM FDMS),29,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS)
05-05-2014,06:00,28,P,ugm-3 (TEOM FDMS),1,P,ugm-3,17,P,ugm-3,14,P,ugm-3,21,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),26,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS)
05-05-2014,07:00,27,P,ugm-3 (TEOM FDMS),1,P,ugm-3,15,P,ugm-3,12,P,ugm-3,21,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),27,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
05-05-2014,08:00,28,P,ugm-3 (TEOM FDMS),1,P,ugm-3,13,P,ugm-3,10,P,ugm-3,19,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),25,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
05-05-2014,09:00,25,P,ugm-3 (TEOM FDMS),2,P,ugm-3,12,P,ugm-3,9,P,ugm-3,20,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),23,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
05-05-2014,10:00,23,P,ugm-3 (TEOM FDMS),2,P,ugm-3,12,P,ugm-3,10,P,ugm-3,16,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),23,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
05-05-2014,11:00,25,P,ugm-3 (TEOM FDMS),1,P,ugm-3,10,P,ugm-3,7,P,ugm-3,18,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),24,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
05-05-2014,12:00,24,P,ugm-3 (TEOM FDMS),1,P,ugm-3,10,P,ugm-3,7,P,ugm-3,16,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),23,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
05-05-2014,13:00,28,P,ugm-3 (TEOM FDMS),1,P,ugm-3,11,P,ugm-3,8,P,ugm-3,19,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),24,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
05-05-2014,14:00,24,P,ugm-3 (TEOM FDMS),1,P,ugm-3,11,P,ugm-3,7,P,ugm-3,19,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),24,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
05-05-2014,15:00,25,P,ugm-3 (TEOM FDMS),1,P,ugm-3,9,P,ugm-3,6,P,ugm-3,19,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),27,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
05-05-2014,16:00,20,P,ugm-3 (TEOM FDMS),1,P,ugm-3,10,P,ugm-3,7,P,ugm-3,8,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),25,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS)
05-05-2014,17:00,21,P,ugm-3 (TEOM FDMS),1,P,ugm-3,11,P,ugm-3,8,P,ugm-3,9,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),22,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS)
05-05-2014,18:00,20,P,ugm-3 (TEOM FDMS),1,P,ugm-3,12,P,ugm-3,8,P,ugm-3,12,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),20,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS)
05-05-2014,19:00,28,P,ugm-3 (TEOM FDMS),1,P,ugm-3,17,P,ugm-3,14,P,ugm-3,22,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),28,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS)
05-05-2014,20:00,40,P,ugm-3 (TEOM FDMS),1,P,ugm-3,20,P,ugm-3,17,P,ugm-3,33,P,ugm-3 (TEOM FDMS),31,P,ugm-3 (TEOM FDMS),41,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS)
05-05-2014,21:00,35,P,ugm-3 (TEOM FDMS),1,P,ugm-3,25,P,ugm-3,22,P,ugm-3,29,P,ugm-3 (TEOM FDMS),25,P,ugm-3 (TEOM FDMS),32,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
05-05-2014,22:00,38,P,ugm-3 (TEOM FDMS),1,P,ugm-3,34,P,ugm-3,31,P,ugm-3,30,P,ugm-3 (TEOM FDMS),26,P,ugm-3 (TEOM FDMS),38,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS)
05-05-2014,23:00,40,P,ugm-3 (TEOM FDMS),1,P,ugm-3,29,P,ugm-3,26,P,ugm-3,32,P,ugm-3 (TEOM FDMS),31,P,ugm-3 (TEOM FDMS),43,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS)
05-05-2014,24:00,30,P,ugm-3 (TEOM FDMS),0,P,ugm-3,14,P,ugm-3,11,P,ugm-3,20,P,ugm-3 (TEOM FDMS),20,P,ugm-3 (TEOM FDMS),33,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS)
06-05-2014,01:00,25,P,ugm-3 (TEOM FDMS),1,P,ugm-3,8,P,ugm-3,5,P,ugm-3,15,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),26,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS)
06-05-2014,02:00,19,P,ugm-3 (TEOM FDMS),0,P,ugm-3,9,P,ugm-3,6,P,ugm-3,9,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),22,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS)
06-05-2014,03:00,14,P,ugm-3 (TEOM FDMS),1,P,ugm-3,9,P,ugm-3,6,P,ugm-3,8,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS)
06-05-2014,04:00,13,P,ugm-3 (TEOM FDMS),1,P,ugm-3,7,P,ugm-3,4,P,ugm-3,6,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
06-05-2014,05:00,10,P,ugm-3 (TEOM FDMS),0,P,ugm-3,8,P,ugm-3,5,P,ugm-3,6,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
06-05-2014,06:00,11,P,ugm-3 (TEOM FDMS),1,P,ugm-3,9,P,ugm-3,6,P,ugm-3,6,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
06-05-2014,07:00,14,P,ugm-3 (TEOM FDMS),2,P,ugm-3,10,P,ugm-3,8,P,ugm-3,10,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
06-05-2014,08:00,19,P,ugm-3 (TEOM FDMS),4,P,ugm-3,12,P,ugm-3,11,P,ugm-3,13,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
06-05-2014,09:00,14,P,ugm-3 (TEOM FDMS),2,P,ugm-3,8,P,ugm-3,7,P,ugm-3,10,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS)
06-05-2014,10:00,17,P,ugm-3 (TEOM FDMS),2,P,ugm-3,8,P,ugm-3,6,P,ugm-3,14,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),17,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
06-05-2014,11:00,17,P,ugm-3 (TEOM FDMS),3,P,ugm-3,11,P,ugm-3,11,P,ugm-3,11,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
06-05-2014,12:00,20,P,ugm-3 (TEOM FDMS),2,P,ugm-3,9,P,ugm-3,7,P,ugm-3,12,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
06-05-2014,13:00,17,P,ugm-3 (TEOM FDMS),1,P,ugm-3,7,P,ugm-3,3,P,ugm-3,12,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
06-05-2014,14:00,14,P,ugm-3 (TEOM FDMS),3,P,ugm-3,10,P,ugm-3,7,P,ugm-3,11,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),3,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
06-05-2014,15:00,15,P,ugm-3 (TEOM FDMS),2,P,ugm-3,8,P,ugm-3,6,P,ugm-3,16,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),-0,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS)
06-05-2014,16:00,18,P,ugm-3 (TEOM FDMS),3,P,ugm-3,11,P,ugm-3,9,P,ugm-3,13,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
06-05-2014,17:00,17,P,ugm-3 (TEOM FDMS),6,P,ugm-3,17,P,ugm-3,21,P,ugm-3,11,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),18,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
06-05-2014,18:00,15,P,ugm-3 (TEOM FDMS),2,P,ugm-3,15,P,ugm-3,12,P,ugm-3,7,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS)
06-05-2014,19:00,13,P,ugm-3 (TEOM FDMS),2,P,ugm-3,18,P,ugm-3,16,P,ugm-3,8,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),17,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
06-05-2014,20:00,12,P,ugm-3 (TEOM FDMS),2,P,ugm-3,19,P,ugm-3,17,P,ugm-3,7,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
06-05-2014,21:00,13,P,ugm-3 (TEOM FDMS),2,P,ugm-3,19,P,ugm-3,17,P,ugm-3,7,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
06-05-2014,22:00,14,P,ugm-3 (TEOM FDMS),1,P,ugm-3,13,P,ugm-3,10,P,ugm-3,7,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
06-05-2014,23:00,11,P,ugm-3 (TEOM FDMS),1,P,ugm-3,10,P,ugm-3,7,P,ugm-3,7,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
06-05-2014,24:00,13,P,ugm-3 (TEOM FDMS),1,P,ugm-3,9,P,ugm-3,6,P,ugm-3,6,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
07-05-2014,01:00,13,P,ugm-3 (TEOM FDMS),1,P,ugm-3,11,P,ugm-3,7,P,ugm-3,7,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
07-05-2014,02:00,15,P,ugm-3 (TEOM FDMS),1,P,ugm-3,6,P,ugm-3,3,P,ugm-3,12,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),3,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS)
07-05-2014,03:00,15,P,ugm-3 (TEOM FDMS),0,P,ugm-3,3,P,ugm-3,0,P,ugm-3,12,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),3,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
07-05-2014,04:00,15,P,ugm-3 (TEOM FDMS),1,P,ugm-3,6,P,ugm-3,3,P,ugm-3,9,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
07-05-2014,05:00,14,P,ugm-3 (TEOM FDMS),1,P,ugm-3,7,P,ugm-3,3,P,ugm-3,9,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS)
07-05-2014,06:00,17,P,ugm-3 (TEOM FDMS),2,P,ugm-3,11,P,ugm-3,8,P,ugm-3,12,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS)
07-05-2014,07:00,16,P,ugm-3 (TEOM FDMS),2,P,ugm-3,12,P,ugm-3,11,P,ugm-3,11,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS)
07-05-2014,08:00,21,P,ugm-3 (TEOM FDMS),3,P,ugm-3,11,P,ugm-3,11,P,ugm-3,15,P,ugm-3 (TEOM FDMS),10,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS)
07-05-2014,09:00,20,P,ugm-3 (TEOM FDMS),3,P,ugm-3,11,P,ugm-3,10,P,ugm-3,16,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS),3,P,ugm-3 (TEOM FDMS)
07-05-2014,10:00,15,P,ugm-3 (TEOM FDMS),5,P,ugm-3,11,P,ugm-3,13,P,ugm-3,10,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
07-05-2014,11:00,17,P,ugm-3 (TEOM FDMS),4,P,ugm-3,11,P,ugm-3,12,P,ugm-3,13,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS)
07-05-2014,12:00,17,P,ugm-3 (TEOM FDMS),3,P,ugm-3,7,P,ugm-3,7,P,ugm-3,16,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),2,P,ugm-3 (TEOM FDMS),3,P,ugm-3 (TEOM FDMS)
07-05-2014,13:00,19,P,ugm-3 (TEOM FDMS),2,P,ugm-3,7,P,ugm-3,5,P,ugm-3,13,P,ugm-3 (TEOM FDMS),9,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
07-05-2014,14:00,20,P,ugm-3 (TEOM FDMS),2,P,ugm-3,7,P,ugm-3,5,P,ugm-3,19,P,ugm-3 (TEOM FDMS),11,P,ugm-3 (TEOM FDMS),17,P,ugm-3 (TEOM FDMS),2,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
07-05-2014,15:00,23,P,ugm-3 (TEOM FDMS),,,,,,,,,,16,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
07-05-2014,16:00,18,P,ugm-3 (TEOM FDMS),2,P,ugm-3,6,P,ugm-3,7,P,ugm-3,13,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
07-05-2014,17:00,19,P,ugm-3 (TEOM FDMS),3,P,ugm-3,7,P,ugm-3,8,P,ugm-3,14,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
07-05-2014,18:00,19,P,ugm-3 (TEOM FDMS),1,P,ugm-3,6,P,ugm-3,5,P,ugm-3,14,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS)
07-05-2014,19:00,13,P,ugm-3 (TEOM FDMS),1,P,ugm-3,5,P,ugm-3,5,P,ugm-3,10,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),3,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS)
07-05-2014,20:00,13,P,ugm-3 (TEOM FDMS),1,P,ugm-3,7,P,ugm-3,7,P,ugm-3,9,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),4,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
07-05-2014,21:00,15,P,ugm-3 (TEOM FDMS),2,P,ugm-3,6,P,ugm-3,7,P,ugm-3,11,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),16,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
07-05-2014,22:00,18,P,ugm-3 (TEOM FDMS),1,P,ugm-3,4,P,ugm-3,4,P,ugm-3,12,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
07-05-2014,23:00,17,P,ugm-3 (TEOM FDMS),0,P,ugm-3,3,P,ugm-3,3,P,ugm-3,12,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS),14,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS)
07-05-2014,24:00,14,P,ugm-3 (TEOM FDMS),0,P,ugm-3,4,P,ugm-3,3,P,ugm-3,9,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),13,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
08-05-2014,01:00,16,P,ugm-3 (TEOM FDMS),1,P,ugm-3,3,P,ugm-3,3,P,ugm-3,9,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),15,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),8,P,ugm-3 (TEOM FDMS)
08-05-2014,02:00,17,P,ugm-3 (TEOM FDMS),1,P,ugm-3,1,P,ugm-3,1,P,ugm-3,11,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),6,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS)
08-05-2014,03:00,17,P,ugm-3 (TEOM FDMS),0,P,ugm-3,0,P,ugm-3,0,P,ugm-3,10,P,ugm-3 (TEOM FDMS),5,P,ugm-3 (TEOM FDMS),12,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS),7,P,ugm-3 (TEOM FDMS)
