Data supplied by AEA on 28/6/2014
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Oxford Centre Roadside,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit
15-02-2014,04:00,3,R,ugm-3,-2,R,ugm-3,2,R,ugm-3
15-02-2014,05:00,2,R,ugm-3,-3,R,ugm-3,-1,R,ugm-3
15-02-2014,06:00,1,R,ugm-3,,,,-3,R,ugm-3
15-02-2014,07:00,3,R,ugm-3,-2,R,ugm-3,3,R,ugm-3
15-02-2014,08:00,4,R,ugm-3,1,R,ugm-3,7,R,ugm-3
15-02-2014,09:00,10,R,ugm-3,5,R,ugm-3,19,R,ugm-3
15-02-2014,10:00,10,R,ugm-3,5,R,ugm-3,20,R,ugm-3
15-02-2014,11:00,13,R,ugm-3,8,R,ugm-3,28,R,ugm-3
15-02-2014,12:00,11,R,ugm-3,6,R,ugm-3,22,R,ugm-3
15-02-2014,13:00,12,R,ugm-3,10,R,ugm-3,29,R,ugm-3
15-02-2014,14:00,20,R,ugm-3,15,R,ugm-3,45,R,ugm-3
15-02-2014,15:00,28,R,ugm-3,22,R,ugm-3,65,R,ugm-3
15-02-2014,16:00,30,R,ugm-3,24,R,ugm-3,71,R,ugm-3
15-02-2014,17:00,31,R,ugm-3,31,R,ugm-3,79,R,ugm-3
15-02-2014,18:00,25,R,ugm-3,30,R,ugm-3,69,R,ugm-3
15-02-2014,19:00,44,R,ugm-3,40,R,ugm-3,107,R,ugm-3
15-02-2014,20:00,44,R,ugm-3,42,R,ugm-3,109,R,ugm-3
15-02-2014,21:00,37,R,ugm-3,37,R,ugm-3,94,R,ugm-3
15-02-2014,22:00,59,R,ugm-3,50,R,ugm-3,141,R,ugm-3
15-02-2014,23:00,39,R,ugm-3,36,R,ugm-3,96,R,ugm-3
15-02-2014,24:00,27,R,ugm-3,27,R,ugm-3,68,R,ugm-3
16-02-2014,01:00,60,R,ugm-3,43,R,ugm-3,135,R,ugm-3
16-02-2014,02:00,23,R,ugm-3,22,R,ugm-3,58,R,ugm-3
16-02-2014,03:00,22,R,ugm-3,22,R,ugm-3,56,R,ugm-3
16-02-2014,04:00,16,R,ugm-3,19,R,ugm-3,44,R,ugm-3
16-02-2014,05:00,7,R,ugm-3,9,R,ugm-3,20,R,ugm-3
16-02-2014,06:00,4,R,ugm-3,5,R,ugm-3,11,R,ugm-3
16-02-2014,07:00,10,R,ugm-3,13,R,ugm-3,28,R,ugm-3
16-02-2014,08:00,12,R,ugm-3,16,R,ugm-3,35,R,ugm-3
16-02-2014,09:00,32,R,ugm-3,27,R,ugm-3,76,R,ugm-3
16-02-2014,10:00,33,R,ugm-3,27,R,ugm-3,77,R,ugm-3
16-02-2014,11:00,22,R,ugm-3,21,R,ugm-3,55,R,ugm-3
16-02-2014,12:00,39,R,ugm-3,26,R,ugm-3,86,R,ugm-3
16-02-2014,13:00,35,R,ugm-3,28,R,ugm-3,82,R,ugm-3
16-02-2014,14:00,44,R,ugm-3,30,R,ugm-3,97,R,ugm-3
16-02-2014,15:00,33,R,ugm-3,27,R,ugm-3,77,R,ugm-3
16-02-2014,16:00,40,R,ugm-3,35,R,ugm-3,97,R,ugm-3
16-02-2014,17:00,97,R,ugm-3,64,R,ugm-3,212,R,ugm-3
16-02-2014,18:00,192,R,ugm-3,111,R,ugm-3,405,R,ugm-3
16-02-2014,19:00,166,R,ugm-3,100,R,ugm-3,353,R,ugm-3
16-02-2014,20:00,140,R,ugm-3,96,R,ugm-3,310,R,ugm-3
16-02-2014,21:00,117,R,ugm-3,83,R,ugm-3,262,R,ugm-3
16-02-2014,22:00,111,R,ugm-3,71,R,ugm-3,241,R,ugm-3
16-02-2014,23:00,118,R,ugm-3,73,R,ugm-3,254,R,ugm-3
16-02-2014,24:00,103,R,ugm-3,59,R,ugm-3,218,R,ugm-3
17-02-2014,01:00,46,R,ugm-3,36,R,ugm-3,106,R,ugm-3
17-02-2014,02:00,11,R,ugm-3,16,R,ugm-3,32,R,ugm-3
17-02-2014,03:00,19,R,ugm-3,20,R,ugm-3,50,R,ugm-3
17-02-2014,04:00,6,R,ugm-3,9,R,ugm-3,19,R,ugm-3
17-02-2014,05:00,12,R,ugm-3,13,R,ugm-3,31,R,ugm-3
17-02-2014,06:00,31,R,ugm-3,25,R,ugm-3,73,R,ugm-3
17-02-2014,07:00,120,R,ugm-3,66,R,ugm-3,251,R,ugm-3
17-02-2014,08:00,163,R,ugm-3,75,R,ugm-3,325,R,ugm-3
17-02-2014,09:00,192,R,ugm-3,85,R,ugm-3,380,R,ugm-3
17-02-2014,10:00,128,R,ugm-3,78,R,ugm-3,274,R,ugm-3
17-02-2014,11:00,69,R,ugm-3,57,R,ugm-3,164,R,ugm-3
17-02-2014,12:00,97,R,ugm-3,66,R,ugm-3,215,R,ugm-3
17-02-2014,13:00,94,R,ugm-3,73,R,ugm-3,216,R,ugm-3
17-02-2014,14:00,80,R,ugm-3,61,R,ugm-3,184,R,ugm-3
17-02-2014,15:00,57,R,ugm-3,51,R,ugm-3,138,R,ugm-3
17-02-2014,16:00,69,R,ugm-3,55,R,ugm-3,161,R,ugm-3
17-02-2014,17:00,107,R,ugm-3,67,R,ugm-3,230,R,ugm-3
17-02-2014,18:00,93,R,ugm-3,59,R,ugm-3,201,R,ugm-3
17-02-2014,19:00,99,R,ugm-3,62,R,ugm-3,213,R,ugm-3
17-02-2014,20:00,67,R,ugm-3,46,R,ugm-3,149,R,ugm-3
17-02-2014,21:00,51,R,ugm-3,41,R,ugm-3,120,R,ugm-3
17-02-2014,22:00,47,R,ugm-3,40,R,ugm-3,111,R,ugm-3
17-02-2014,23:00,30,R,ugm-3,33,R,ugm-3,79,R,ugm-3
17-02-2014,24:00,30,R,ugm-3,32,R,ugm-3,78,R,ugm-3
18-02-2014,01:00,10,R,ugm-3,20,R,ugm-3,35,R,ugm-3
18-02-2014,02:00,7,R,ugm-3,11,R,ugm-3,23,R,ugm-3
18-02-2014,03:00,15,R,ugm-3,19,R,ugm-3,41,R,ugm-3
18-02-2014,04:00,8,R,ugm-3,10,R,ugm-3,23,R,ugm-3
18-02-2014,05:00,11,R,ugm-3,14,R,ugm-3,30,R,ugm-3
18-02-2014,06:00,59,R,ugm-3,47,R,ugm-3,138,R,ugm-3
18-02-2014,07:00,140,R,ugm-3,76,R,ugm-3,291,R,ugm-3
18-02-2014,08:00,191,R,ugm-3,95,R,ugm-3,389,R,ugm-3
18-02-2014,09:00,312,R,ugm-3,115,R,ugm-3,594,R,ugm-3
18-02-2014,10:00,227,R,ugm-3,95,R,ugm-3,443,R,ugm-3
18-02-2014,11:00,184,R,ugm-3,87,R,ugm-3,369,R,ugm-3
18-02-2014,12:00,95,R,ugm-3,72,R,ugm-3,217,R,ugm-3
18-02-2014,13:00,86,R,ugm-3,58,R,ugm-3,190,R,ugm-3
18-02-2014,14:00,101,R,ugm-3,64,R,ugm-3,218,R,ugm-3
18-02-2014,15:00,44,R,ugm-3,46,R,ugm-3,114,R,ugm-3
18-02-2014,16:00,35,R,ugm-3,49,R,ugm-3,104,R,ugm-3
18-02-2014,17:00,91,R,ugm-3,70,R,ugm-3,210,R,ugm-3
18-02-2014,18:00,122,R,ugm-3,78,R,ugm-3,265,R,ugm-3
18-02-2014,19:00,216,R,ugm-3,107,R,ugm-3,439,R,ugm-3
18-02-2014,20:00,220,R,ugm-3,102,R,ugm-3,440,R,ugm-3
18-02-2014,21:00,61,R,ugm-3,58,R,ugm-3,152,R,ugm-3
18-02-2014,22:00,73,R,ugm-3,60,R,ugm-3,172,R,ugm-3
18-02-2014,23:00,45,R,ugm-3,47,R,ugm-3,115,R,ugm-3
18-02-2014,24:00,28,R,ugm-3,34,R,ugm-3,76,R,ugm-3
19-02-2014,01:00,27,R,ugm-3,27,R,ugm-3,69,R,ugm-3
19-02-2014,02:00,5,R,ugm-3,11,R,ugm-3,18,R,ugm-3
19-02-2014,03:00,4,R,ugm-3,10,R,ugm-3,15,R,ugm-3
19-02-2014,04:00,4,R,ugm-3,16,R,ugm-3,22,R,ugm-3
19-02-2014,05:00,8,R,ugm-3,12,R,ugm-3,23,R,ugm-3
19-02-2014,06:00,9,R,ugm-3,11,R,ugm-3,25,R,ugm-3
19-02-2014,07:00,55,R,ugm-3,38,R,ugm-3,123,R,ugm-3
19-02-2014,08:00,77,R,ugm-3,56,R,ugm-3,174,R,ugm-3
19-02-2014,09:00,66,R,ugm-3,47,R,ugm-3,149,R,ugm-3
19-02-2014,10:00,51,R,ugm-3,40,R,ugm-3,118,R,ugm-3
19-02-2014,11:00,57,R,ugm-3,41,R,ugm-3,128,R,ugm-3
19-02-2014,12:00,82,R,ugm-3,57,R,ugm-3,182,R,ugm-3
19-02-2014,13:00,47,R,ugm-3,46,R,ugm-3,118,R,ugm-3
19-02-2014,14:00,61,R,ugm-3,56,R,ugm-3,150,R,ugm-3
19-02-2014,15:00,74,R,ugm-3,56,R,ugm-3,169,R,ugm-3
19-02-2014,16:00,96,R,ugm-3,74,R,ugm-3,221,R,ugm-3
19-02-2014,17:00,155,R,ugm-3,97,R,ugm-3,334,R,ugm-3
19-02-2014,18:00,200,R,ugm-3,109,R,ugm-3,415,R,ugm-3
19-02-2014,19:00,167,R,ugm-3,98,R,ugm-3,354,R,ugm-3
19-02-2014,20:00,91,R,ugm-3,66,R,ugm-3,206,R,ugm-3
19-02-2014,21:00,65,R,ugm-3,66,R,ugm-3,166,R,ugm-3
19-02-2014,22:00,42,R,ugm-3,43,R,ugm-3,108,R,ugm-3
19-02-2014,23:00,35,R,ugm-3,38,R,ugm-3,92,R,ugm-3
19-02-2014,24:00,33,R,ugm-3,39,R,ugm-3,90,R,ugm-3
20-02-2014,01:00,11,R,ugm-3,19,R,ugm-3,36,R,ugm-3
20-02-2014,02:00,4,R,ugm-3,7,R,ugm-3,13,R,ugm-3
20-02-2014,03:00,4,R,ugm-3,5,R,ugm-3,11,R,ugm-3
20-02-2014,04:00,3,R,ugm-3,3,R,ugm-3,8,R,ugm-3
20-02-2014,05:00,3,R,ugm-3,4,R,ugm-3,8,R,ugm-3
20-02-2014,06:00,7,R,ugm-3,9,R,ugm-3,19,R,ugm-3
20-02-2014,07:00,26,R,ugm-3,26,R,ugm-3,66,R,ugm-3
20-02-2014,08:00,27,R,ugm-3,31,R,ugm-3,73,R,ugm-3
20-02-2014,09:00,43,R,ugm-3,35,R,ugm-3,101,R,ugm-3
20-02-2014,10:00,52,R,ugm-3,40,R,ugm-3,119,R,ugm-3
20-02-2014,11:00,41,R,ugm-3,34,R,ugm-3,97,R,ugm-3
20-02-2014,12:00,32,R,ugm-3,41,R,ugm-3,90,R,ugm-3
20-02-2014,13:00,62,R,ugm-3,54,R,ugm-3,149,R,ugm-3
20-02-2014,14:00,43,R,ugm-3,44,R,ugm-3,110,R,ugm-3
20-02-2014,15:00,46,R,ugm-3,39,R,ugm-3,110,R,ugm-3
20-02-2014,16:00,34,R,ugm-3,32,R,ugm-3,85,R,ugm-3
20-02-2014,17:00,42,R,ugm-3,42,R,ugm-3,107,R,ugm-3
20-02-2014,18:00,41,R,ugm-3,46,R,ugm-3,109,R,ugm-3
20-02-2014,19:00,45,R,ugm-3,45,R,ugm-3,114,R,ugm-3
20-02-2014,20:00,36,R,ugm-3,40,R,ugm-3,95,R,ugm-3
20-02-2014,21:00,32,R,ugm-3,40,R,ugm-3,90,R,ugm-3
20-02-2014,22:00,18,R,ugm-3,30,R,ugm-3,58,R,ugm-3
20-02-2014,23:00,26,R,ugm-3,36,R,ugm-3,76,R,ugm-3
20-02-2014,24:00,23,R,ugm-3,32,R,ugm-3,67,R,ugm-3
21-02-2014,01:00,21,R,ugm-3,24,R,ugm-3,57,R,ugm-3
21-02-2014,02:00,15,R,ugm-3,20,R,ugm-3,44,R,ugm-3
21-02-2014,03:00,10,R,ugm-3,17,R,ugm-3,33,R,ugm-3
21-02-2014,04:00,8,R,ugm-3,15,R,ugm-3,27,R,ugm-3
21-02-2014,05:00,4,R,ugm-3,9,R,ugm-3,15,R,ugm-3
21-02-2014,06:00,6,R,ugm-3,10,R,ugm-3,20,R,ugm-3
21-02-2014,07:00,31,R,ugm-3,34,R,ugm-3,82,R,ugm-3
21-02-2014,08:00,60,R,ugm-3,52,R,ugm-3,144,R,ugm-3
21-02-2014,09:00,32,R,ugm-3,31,R,ugm-3,80,R,ugm-3
21-02-2014,10:00,34,R,ugm-3,25,R,ugm-3,77,R,ugm-3
21-02-2014,11:00,23,R,ugm-3,23,R,ugm-3,58,R,ugm-3
21-02-2014,12:00,19,R,ugm-3,19,R,ugm-3,48,R,ugm-3
21-02-2014,13:00,22,R,ugm-3,17,R,ugm-3,50,R,ugm-3
21-02-2014,14:00,22,R,ugm-3,21,R,ugm-3,54,R,ugm-3
21-02-2014,15:00,23,R,ugm-3,22,R,ugm-3,57,R,ugm-3
21-02-2014,16:00,25,R,ugm-3,26,R,ugm-3,65,R,ugm-3
21-02-2014,17:00,32,R,ugm-3,30,R,ugm-3,79,R,ugm-3
21-02-2014,18:00,34,R,ugm-3,32,R,ugm-3,84,R,ugm-3
21-02-2014,19:00,42,R,ugm-3,32,R,ugm-3,96,R,ugm-3
21-02-2014,20:00,31,R,ugm-3,32,R,ugm-3,79,R,ugm-3
21-02-2014,21:00,29,R,ugm-3,30,R,ugm-3,75,R,ugm-3
21-02-2014,22:00,12,R,ugm-3,17,R,ugm-3,36,R,ugm-3
21-02-2014,23:00,12,R,ugm-3,14,R,ugm-3,33,R,ugm-3
21-02-2014,24:00,11,R,ugm-3,15,R,ugm-3,32,R,ugm-3
22-02-2014,01:00,13,R,ugm-3,15,R,ugm-3,34,R,ugm-3
22-02-2014,02:00,10,R,ugm-3,11,R,ugm-3,26,R,ugm-3
22-02-2014,03:00,11,R,ugm-3,15,R,ugm-3,32,R,ugm-3
22-02-2014,04:00,11,R,ugm-3,11,R,ugm-3,27,R,ugm-3
22-02-2014,05:00,2,R,ugm-3,1,R,ugm-3,4,R,ugm-3
22-02-2014,06:00,3,R,ugm-3,4,R,ugm-3,9,R,ugm-3
22-02-2014,07:00,34,R,ugm-3,28,R,ugm-3,81,R,ugm-3
22-02-2014,08:00,142,R,ugm-3,78,R,ugm-3,296,R,ugm-3
22-02-2014,09:00,108,R,ugm-3,59,R,ugm-3,224,R,ugm-3
22-02-2014,10:00,34,R,ugm-3,28,R,ugm-3,80,R,ugm-3
22-02-2014,11:00,47,R,ugm-3,37,R,ugm-3,110,R,ugm-3
22-02-2014,12:00,32,R,ugm-3,26,R,ugm-3,75,R,ugm-3
22-02-2014,13:00,33,R,ugm-3,24,R,ugm-3,75,R,ugm-3
22-02-2014,14:00,58,R,ugm-3,38,R,ugm-3,128,R,ugm-3
22-02-2014,15:00,39,R,ugm-3,32,R,ugm-3,92,R,ugm-3
22-02-2014,16:00,26,R,ugm-3,23,R,ugm-3,64,R,ugm-3
22-02-2014,17:00,46,R,ugm-3,34,R,ugm-3,105,R,ugm-3
22-02-2014,18:00,76,R,ugm-3,56,R,ugm-3,173,R,ugm-3
22-02-2014,19:00,46,R,ugm-3,41,R,ugm-3,111,R,ugm-3
22-02-2014,20:00,36,R,ugm-3,40,R,ugm-3,96,R,ugm-3
22-02-2014,21:00,39,R,ugm-3,41,R,ugm-3,102,R,ugm-3
22-02-2014,22:00,22,R,ugm-3,32,R,ugm-3,65,R,ugm-3
22-02-2014,23:00,18,R,ugm-3,23,R,ugm-3,50,R,ugm-3
22-02-2014,24:00,17,R,ugm-3,19,R,ugm-3,45,R,ugm-3
23-02-2014,01:00,13,R,ugm-3,18,R,ugm-3,38,R,ugm-3
23-02-2014,02:00,11,R,ugm-3,10,R,ugm-3,27,R,ugm-3
23-02-2014,03:00,8,R,ugm-3,9,R,ugm-3,21,R,ugm-3
23-02-2014,04:00,5,R,ugm-3,6,R,ugm-3,13,R,ugm-3
23-02-2014,05:00,3,R,ugm-3,1,R,ugm-3,6,R,ugm-3
23-02-2014,06:00,1,R,ugm-3,-2,R,ugm-3,-0,R,ugm-3
23-02-2014,07:00,1,R,ugm-3,-2,R,ugm-3,-0,R,ugm-3
23-02-2014,08:00,4,R,ugm-3,1,R,ugm-3,7,R,ugm-3
23-02-2014,09:00,7,R,ugm-3,8,R,ugm-3,18,R,ugm-3
23-02-2014,10:00,13,R,ugm-3,16,R,ugm-3,36,R,ugm-3
23-02-2014,11:00,13,R,ugm-3,14,R,ugm-3,34,R,ugm-3
23-02-2014,12:00,16,R,ugm-3,14,R,ugm-3,39,R,ugm-3
23-02-2014,13:00,15,R,ugm-3,13,R,ugm-3,36,R,ugm-3
23-02-2014,14:00,12,R,ugm-3,12,R,ugm-3,31,R,ugm-3
23-02-2014,15:00,11,R,ugm-3,11,R,ugm-3,28,R,ugm-3
23-02-2014,16:00,13,R,ugm-3,14,R,ugm-3,33,R,ugm-3
23-02-2014,17:00,12,R,ugm-3,12,R,ugm-3,30,R,ugm-3
23-02-2014,18:00,15,R,ugm-3,19,R,ugm-3,43,R,ugm-3
23-02-2014,19:00,14,R,ugm-3,22,R,ugm-3,44,R,ugm-3
23-02-2014,20:00,12,R,ugm-3,21,R,ugm-3,40,R,ugm-3
23-02-2014,21:00,14,R,ugm-3,18,R,ugm-3,40,R,ugm-3
23-02-2014,22:00,13,R,ugm-3,16,R,ugm-3,36,R,ugm-3
23-02-2014,23:00,12,R,ugm-3,17,R,ugm-3,35,R,ugm-3
23-02-2014,24:00,7,R,ugm-3,9,R,ugm-3,19,R,ugm-3
24-02-2014,01:00,3,R,ugm-3,3,R,ugm-3,6,R,ugm-3
24-02-2014,02:00,1,R,ugm-3,1,R,ugm-3,1,R,ugm-3
24-02-2014,03:00,0,R,ugm-3,1,R,ugm-3,1,R,ugm-3
24-02-2014,04:00,0,R,ugm-3,2,R,ugm-3,2,R,ugm-3
24-02-2014,05:00,2,R,ugm-3,3,R,ugm-3,6,R,ugm-3
24-02-2014,06:00,7,R,ugm-3,14,R,ugm-3,25,R,ugm-3
24-02-2014,07:00,27,R,ugm-3,32,R,ugm-3,74,R,ugm-3
24-02-2014,08:00,39,R,ugm-3,41,R,ugm-3,100,R,ugm-3
24-02-2014,09:00,53,R,ugm-3,45,R,ugm-3,127,R,ugm-3
24-02-2014,10:00,52,R,ugm-3,36,R,ugm-3,116,R,ugm-3
24-02-2014,11:00,36,R,ugm-3,37,R,ugm-3,93,R,ugm-3
24-02-2014,12:00,52,R,ugm-3,52,R,ugm-3,133,R,ugm-3
24-02-2014,13:00,108,R,ugm-3,77,R,ugm-3,243,R,ugm-3
24-02-2014,14:00,159,R,ugm-3,103,R,ugm-3,346,R,ugm-3
24-02-2014,15:00,129,R,ugm-3,83,R,ugm-3,280,R,ugm-3
24-02-2014,16:00,66,R,ugm-3,58,R,ugm-3,160,R,ugm-3
24-02-2014,17:00,77,R,ugm-3,62,R,ugm-3,181,R,ugm-3
24-02-2014,18:00,74,R,ugm-3,61,R,ugm-3,175,R,ugm-3
24-02-2014,19:00,104,R,ugm-3,72,R,ugm-3,232,R,ugm-3
24-02-2014,20:00,49,R,ugm-3,51,R,ugm-3,125,R,ugm-3
24-02-2014,21:00,54,R,ugm-3,55,R,ugm-3,137,R,ugm-3
24-02-2014,22:00,49,R,ugm-3,52,R,ugm-3,128,R,ugm-3
24-02-2014,23:00,18,R,ugm-3,27,R,ugm-3,54,R,ugm-3
24-02-2014,24:00,9,R,ugm-3,12,R,ugm-3,26,R,ugm-3
25-02-2014,01:00,4,R,ugm-3,3,R,ugm-3,9,R,ugm-3
25-02-2014,02:00,3,R,ugm-3,2,R,ugm-3,6,R,ugm-3
25-02-2014,03:00,7,R,ugm-3,5,R,ugm-3,15,R,ugm-3
25-02-2014,04:00,6,R,ugm-3,3,R,ugm-3,12,R,ugm-3
25-02-2014,05:00,1,R,ugm-3,2,R,ugm-3,4,R,ugm-3
25-02-2014,06:00,6,R,ugm-3,13,R,ugm-3,23,R,ugm-3
25-02-2014,07:00,44,R,ugm-3,47,R,ugm-3,114,R,ugm-3
25-02-2014,08:00,127,R,ugm-3,86,R,ugm-3,281,R,ugm-3
25-02-2014,09:00,44,R,ugm-3,45,R,ugm-3,113,R,ugm-3
25-02-2014,10:00,154,R,ugm-3,83,R,ugm-3,319,R,ugm-3
25-02-2014,11:00,111,R,ugm-3,89,R,ugm-3,259,R,ugm-3
25-02-2014,12:00,51,R,ugm-3,47,R,ugm-3,125,R,ugm-3
25-02-2014,13:00,39,R,ugm-3,38,R,ugm-3,98,R,ugm-3
25-02-2014,14:00,53,R,ugm-3,51,R,ugm-3,133,R,ugm-3
25-02-2014,15:00,53,R,ugm-3,53,R,ugm-3,134,R,ugm-3
25-02-2014,16:00,35,R,ugm-3,45,R,ugm-3,98,R,ugm-3
25-02-2014,17:00,62,R,ugm-3,55,R,ugm-3,150,R,ugm-3
25-02-2014,18:00,81,R,ugm-3,68,R,ugm-3,192,R,ugm-3
25-02-2014,19:00,84,R,ugm-3,63,R,ugm-3,191,R,ugm-3
25-02-2014,20:00,67,R,ugm-3,60,R,ugm-3,163,R,ugm-3
25-02-2014,21:00,13,R,ugm-3,19,R,ugm-3,39,R,ugm-3
25-02-2014,22:00,22,R,ugm-3,31,R,ugm-3,65,R,ugm-3
25-02-2014,23:00,41,R,ugm-3,41,R,ugm-3,103,R,ugm-3
25-02-2014,24:00,24,R,ugm-3,27,R,ugm-3,63,R,ugm-3
26-02-2014,01:00,9,R,ugm-3,15,R,ugm-3,29,R,ugm-3
26-02-2014,02:00,4,R,ugm-3,12,R,ugm-3,19,R,ugm-3
26-02-2014,03:00,22,R,ugm-3,17,R,ugm-3,51,R,ugm-3
26-02-2014,04:00,7,R,ugm-3,9,R,ugm-3,19,R,ugm-3
26-02-2014,05:00,5,R,ugm-3,9,R,ugm-3,16,R,ugm-3
26-02-2014,06:00,14,R,ugm-3,22,R,ugm-3,43,R,ugm-3
26-02-2014,07:00,68,R,ugm-3,50,R,ugm-3,153,R,ugm-3
26-02-2014,08:00,60,R,ugm-3,48,R,ugm-3,140,R,ugm-3
26-02-2014,09:00,78,R,ugm-3,47,R,ugm-3,167,R,ugm-3
26-02-2014,10:00,79,R,ugm-3,49,R,ugm-3,170,R,ugm-3
26-02-2014,11:00,50,R,ugm-3,39,R,ugm-3,116,R,ugm-3
26-02-2014,12:00,55,R,ugm-3,39,R,ugm-3,122,R,ugm-3
26-02-2014,13:00,41,R,ugm-3,34,R,ugm-3,96,R,ugm-3
26-02-2014,14:00,51,R,ugm-3,39,R,ugm-3,118,R,ugm-3
26-02-2014,15:00,52,R,ugm-3,43,R,ugm-3,123,R,ugm-3
26-02-2014,16:00,45,R,ugm-3,39,R,ugm-3,108,R,ugm-3
26-02-2014,17:00,46,R,ugm-3,40,R,ugm-3,111,R,ugm-3
26-02-2014,18:00,56,R,ugm-3,51,R,ugm-3,137,R,ugm-3
26-02-2014,19:00,94,R,ugm-3,67,R,ugm-3,211,R,ugm-3
26-02-2014,20:00,120,R,ugm-3,82,R,ugm-3,266,R,ugm-3
26-02-2014,21:00,113,R,ugm-3,77,R,ugm-3,250,R,ugm-3
26-02-2014,22:00,78,R,ugm-3,68,R,ugm-3,187,R,ugm-3
26-02-2014,23:00,76,R,ugm-3,59,R,ugm-3,176,R,ugm-3
26-02-2014,24:00,40,R,ugm-3,40,R,ugm-3,101,R,ugm-3
27-02-2014,01:00,33,R,ugm-3,15,R,ugm-3,65,R,ugm-3
27-02-2014,02:00,5,R,ugm-3,6,R,ugm-3,13,R,ugm-3
27-02-2014,03:00,4,R,ugm-3,5,R,ugm-3,11,R,ugm-3
27-02-2014,04:00,4,R,ugm-3,1,R,ugm-3,6,R,ugm-3
27-02-2014,05:00,1,R,ugm-3,-1,R,ugm-3,2,R,ugm-3
27-02-2014,06:00,5,R,ugm-3,9,R,ugm-3,17,R,ugm-3
27-02-2014,07:00,23,R,ugm-3,29,R,ugm-3,65,R,ugm-3
27-02-2014,08:00,19,R,ugm-3,39,R,ugm-3,67,R,ugm-3
27-02-2014,09:00,62,R,ugm-3,54,R,ugm-3,150,R,ugm-3
27-02-2014,10:00,53,R,ugm-3,48,R,ugm-3,128,R,ugm-3
27-02-2014,11:00,35,R,ugm-3,34,R,ugm-3,87,R,ugm-3
27-02-2014,12:00,27,R,ugm-3,28,R,ugm-3,70,R,ugm-3
27-02-2014,13:00,21,R,ugm-3,30,R,ugm-3,62,R,ugm-3
27-02-2014,14:00,37,R,ugm-3,31,R,ugm-3,89,R,ugm-3
27-02-2014,15:00,49,R,ugm-3,45,R,ugm-3,121,R,ugm-3
27-02-2014,16:00,58,R,ugm-3,61,R,ugm-3,149,R,ugm-3
27-02-2014,17:00,55,R,ugm-3,57,R,ugm-3,141,R,ugm-3
27-02-2014,18:00,67,R,ugm-3,58,R,ugm-3,161,R,ugm-3
27-02-2014,19:00,83,R,ugm-3,69,R,ugm-3,197,R,ugm-3
27-02-2014,20:00,26,R,ugm-3,39,R,ugm-3,79,R,ugm-3
27-02-2014,21:00,33,R,ugm-3,39,R,ugm-3,89,R,ugm-3
27-02-2014,22:00,119,R,ugm-3,86,R,ugm-3,269,R,ugm-3
27-02-2014,23:00,136,R,ugm-3,77,R,ugm-3,284,R,ugm-3
27-02-2014,24:00,113,R,ugm-3,76,R,ugm-3,249,R,ugm-3
28-02-2014,01:00,83,R,ugm-3,55,R,ugm-3,182,R,ugm-3
28-02-2014,02:00,53,R,ugm-3,30,R,ugm-3,112,R,ugm-3
28-02-2014,03:00,70,R,ugm-3,39,R,ugm-3,146,R,ugm-3
28-02-2014,04:00,26,R,ugm-3,20,R,ugm-3,60,R,ugm-3
28-02-2014,05:00,6,R,ugm-3,6,R,ugm-3,15,R,ugm-3
28-02-2014,06:00,34,R,ugm-3,21,R,ugm-3,72,R,ugm-3
28-02-2014,07:00,158,R,ugm-3,71,R,ugm-3,314,R,ugm-3
28-02-2014,08:00,146,R,ugm-3,92,R,ugm-3,316,R,ugm-3
28-02-2014,09:00,201,R,ugm-3,71,R,ugm-3,379,R,ugm-3
28-02-2014,10:00,161,R,ugm-3,87,R,ugm-3,333,R,ugm-3
28-02-2014,11:00,,,,,,,,,
28-02-2014,12:00,,,,,,,,,
28-02-2014,13:00,,,,,,,,,
28-02-2014,14:00,81,R,ugm-3,59,R,ugm-3,184,R,ugm-3
28-02-2014,15:00,74,R,ugm-3,54,R,ugm-3,168,R,ugm-3
28-02-2014,16:00,79,R,ugm-3,64,R,ugm-3,186,R,ugm-3
28-02-2014,17:00,51,R,ugm-3,62,R,ugm-3,140,R,ugm-3
28-02-2014,18:00,73,R,ugm-3,80,R,ugm-3,192,R,ugm-3
28-02-2014,19:00,48,R,ugm-3,68,R,ugm-3,141,R,ugm-3
28-02-2014,20:00,41,R,ugm-3,57,R,ugm-3,120,R,ugm-3
28-02-2014,21:00,33,R,ugm-3,54,R,ugm-3,105,R,ugm-3
28-02-2014,22:00,24,R,ugm-3,50,R,ugm-3,87,R,ugm-3
28-02-2014,23:00,47,R,ugm-3,60,R,ugm-3,132,R,ugm-3
28-02-2014,24:00,62,R,ugm-3,57,R,ugm-3,153,R,ugm-3
01-03-2014,01:00,40,R,ugm-3,47,R,ugm-3,108,R,ugm-3
01-03-2014,02:00,43,R,ugm-3,47,R,ugm-3,112,R,ugm-3
01-03-2014,03:00,21,R,ugm-3,38,R,ugm-3,70,R,ugm-3
01-03-2014,04:00,22,R,ugm-3,28,R,ugm-3,61,R,ugm-3
01-03-2014,05:00,5,R,ugm-3,17,R,ugm-3,24,R,ugm-3
01-03-2014,06:00,5,R,ugm-3,19,R,ugm-3,26,R,ugm-3
